Date,Close,High,Low,Open,Volume
2015-01-02,47.46483612060547,47.821826827182214,47.14581988139174,47.229371822554555,12600000
2015-01-05,45.99128723144531,47.30532367834523,45.748228634185615,47.138222703658585,20100600
2015-01-06,44.79878616333008,46.14320584172577,44.32026321737867,46.05965389429914,29074100
2015-01-07,44.86713409423828,45.489972023051344,44.563309442262174,45.489972023051344,23843200
2015-01-08,45.8697624206543,46.2571390899597,45.550749067096724,45.550749067096724,16971100
2015-01-09,45.072208404541016,46.173568977609705,45.03423105322544,46.120400106270665,15396200
2015-01-12,44.684852600097656,45.1178009521726,44.25949856231906,45.02665179569247,15455200
2015-01-13,44.692447662353516,45.34566880728988,44.33545403721681,45.01146102291088,21644700
2015-01-14,43.15053939819336,44.69244293959191,41.98081807144897,44.69244293959191,49602300
2015-01-15,41.76813507080078,42.99861937951489,41.395950025039376,42.33020689808958,42458100
2015-01-16,42.482120513916016,42.53528939385941,41.502289044982106,41.51748056746402,29368900
2015-01-20,42.31502151489258,42.83152174854034,42.094748759883714,42.56567731834824,23477700
2015-01-21,42.451744079589844,42.85430934684538,41.920052299873575,42.11753922540478,21842400
2015-01-22,43.74299240112305,43.84933017193964,42.50491071771497,42.8239269276517,31423500
2015-01-23,43.051780700683594,43.95565437103203,43.036589181330754,43.841722322114826,15458300
2015-01-26,43.12014389038086,43.287247716632116,42.68719570189917,42.84670231923742,12577700
2015-01-27,42.68721008300781,42.99862911117308,42.353002317912356,42.573275090818505,15220500
2015-01-28,41.58584213256836,43.05179077196286,41.58584213256836,43.00621620324291,24354400
2015-01-29,42.284629821777344,42.45173365658509,41.532668360115274,41.98080809188354,20393300
2015-01-30,41.30481719970703,42.15552242656831,41.29721998748762,41.76814863051597,26943700
2015-02-02,42.132720947265625,42.26944174159586,41.22124995089284,41.4187339329885,20308900
2015-02-03,43.08218002319336,43.12775170099058,42.43655324535696,42.46693629554654,18812500
2015-02-04,42.82392120361328,43.34801567436521,42.74796359354931,42.7783466375749,14934100
2015-02-05,43.12014389038086,43.32522506873843,42.88467967134374,43.188504283166715,11293900
2015-02-06,43.970855712890625,44.60888518080686,43.70501130854499,43.86451795115237,25214000
2015-02-09,43.91767883300781,44.13035431774835,43.46953913481442,43.61385422839033,14372400
2015-02-10,44.40380096435547,44.59369063960244,44.09238201284989,44.37341792091919,16367300
2015-02-11,44.33544158935547,44.555714313126224,43.932876395729764,44.09998024100228,13061900
2015-02-12,45.24692153930664,45.353259317238916,44.47217114617378,44.760804327337894,23211300
2015-02-13,45.32288360595703,45.740643369031964,45.072230645599674,45.16337691323075,16479100
2015-02-17,45.64948654174805,45.67986959168788,45.057031555356915,45.08741460529674,15308800
2015-02-18,45.095001220703125,45.64947874875611,44.905111537226624,45.64947874875611,14278100
2015-02-19,44.988677978515625,45.17856772326581,44.6620673857463,44.927914766889096,11256500
2015-02-20,45.421607971191406,45.489968367518316,44.32024731814064,44.78357857130234,15379000
2015-02-23,45.079811096191406,45.216531904332946,44.66205435908635,45.19374606880493,16814000
2015-02-24,46.196380615234375,46.52299123447543,45.634308547811024,45.763432193912564,22937700
2015-02-25,46.43942642211914,46.53816988135699,46.143198941892564,46.15079325530148,18307900
2015-02-26,46.77362823486328,46.86477447165551,46.26472237634292,46.35586861313514,15444800
2015-02-27,46.5457649230957,47.031882118508655,46.431832835257254,46.431832835257254,15225900
2015-03-02,46.917945861816406,46.96352043139452,46.35587109363345,46.54576078731209,13047300
2015-03-03,47.06985855102539,47.0850500743326,46.7128649970231,46.82679997308373,13706900
2015-03-04,47.19137954711914,47.22175969090809,46.59892183219717,46.81919453521321,16625500
2015-03-05,47.09264373779297,47.26734190718637,46.7888190708125,47.244556071283206,10931300
2015-03-06,46.249534606933594,47.75346067473283,46.181174199420596,47.2141746251785,22719200
2015-03-09,46.71286392211914,46.8116073726004,46.181172208548894,46.211555254464166,13001500
2015-03-10,45.54313659667969,46.3406726108562,45.54313659667969,46.15078294569578,16357700
2015-03-11,45.755821228027344,46.06724020543439,45.543142803770934,45.67226930037162,13015600
2015-03-12,46.61411666870117,46.67488275557421,46.06723637427636,46.06723637427636,18159600
2015-03-13,46.333072662353516,46.986293494633635,45.90012451025827,46.636897248642036,16506200
2015-03-16,46.97871780395508,47.03188669628554,46.522983613269005,46.71287334230276,15182900
2015-03-17,46.79642105102539,46.83439841389726,46.27232359193761,46.59133981453283,11718300
2015-03-18,46.90275192260742,47.13061896378673,46.40144327301829,46.629310314197596,15697900
2015-03-19,46.485008239746094,46.82681034615718,46.15080044792751,46.766044239467455,11523800
2015-03-20,46.90275192260742,47.16859632106885,46.447017840248805,46.57614143450532,18368300
2015-03-23,46.43942642211914,47.15341357701088,46.424234897814316,46.90275777221178,15112900
2015-03-24,45.92292785644531,46.51538573593993,45.9153335427601,46.31030449659415,12128700
2015-03-25,45.27729797363281,46.05964256623804,45.26210645079264,45.97609063936045,14950900
2015-03-26,45.2241325378418,45.414022241580646,44.715226625128466,45.163366441851636,14039600
2015-03-27,45.23173141479492,45.40642961216257,44.81397460391687,45.186159735691234,11755800
2015-03-30,46.30270767211914,46.6824871042674,46.0368632286102,46.24194446966872,20656500
2015-03-31,46.014076232910156,46.287514983292446,45.892544036090854,46.12041400764,17346700
2015-04-01,45.83821487426758,46.312270652413936,45.67000031048353,46.18993358331985,18100600
2015-04-02,46.2740364074707,46.411665961536436,45.87644024203031,45.929962522306376,12697800
2015-04-06,46.23581314086914,46.449902292149154,45.608835269195446,45.81527671264636,12025200
2015-04-07,46.526363372802734,47.023359394894335,46.526363372802734,46.75574794715026,11505500
2015-04-08,46.67927932739258,47.06923071923825,46.59517205006329,46.68692703446559,11734000
2015-04-09,47.00041961669922,47.0845269006092,46.511071328582105,46.84749754747615,11728500
2015-04-10,47.17626953125,47.237436596646695,46.79396589309845,46.90865523449674,9869700
2015-04-13,47.45918655395508,47.61210863492728,47.02336051906924,47.13040510072596,15468700
2015-04-14,48.20084762573242,48.63667357811068,47.971466006072106,48.13967763822538,33775400
2015-04-15,49.09543991088867,49.30188717336021,48.17791045768921,48.23143565850321,28732200
2015-04-16,48.78959655761719,49.141312325486574,48.67490428723397,48.996040894259615,16640500
2015-04-17,48.04792404174805,48.47610519040855,47.780312646801136,48.361412925862474,20221200
2015-04-20,48.3537712097168,48.5678603392832,48.27730872291048,48.33847871235553,12755300
2015-04-21,47.64268112182617,48.62902230571951,47.50505157677215,48.422580904883816,14985100
2015-04-22,48.12438201904297,48.28495176745842,47.428589498393826,47.90264812057988,14484700
2015-04-23,48.01734161376953,48.330830514628666,47.86441955845506,48.00969682353933,12851300
2015-04-24,47.86442947387695,48.0479365616181,47.66563280250807,47.88736968281098,9597500
2015-04-27,47.665618896484375,48.28495185558633,47.64268161098831,47.94087798941858,11146400
2015-04-28,47.986759185791016,48.0020516838149,47.22979949245628,47.780317754333005,12307800
2015-04-29,48.6290283203125,48.85076516107412,47.757376371658594,47.833838859893135,17601200
2015-04-30,48.369056701660156,48.84311532954987,48.10909010198513,48.61373372201199,16840900
2015-05-01,48.63667678833008,48.83547342735827,48.42258765141577,48.705491570444785,11640100
2015-05-04,49.48538589477539,49.600078157644944,48.65960860230357,48.690193594634835,14972500
2015-05-05,49.24071502685547,49.944152396248406,49.15660775078771,49.32482230292324,17692400
2015-05-06,48.87370681762695,49.753006552071184,48.49140309252006,49.34011782893671,18087900
2015-05-07,49.317176818847656,49.39363639140339,48.361417578172315,48.68255128300128,15039900
2015-05-08,50.07413864135742,50.1964786294615,49.393638499630676,49.67654534700258,16802600
2015-05-11,50.043540954589844,50.188818195251976,49.760640012445975,49.89826954741794,13798800
2015-05-12,49.9747428894043,50.11237246234143,49.51597959077777,49.93651018389715,12762200
2015-05-13,50.097084045410156,50.18119134248237,49.74536527287757,50.02062445720615,11874100
2015-05-14,50.5023307800293,50.601727661017556,50.242361180801545,50.33411618643945,11855500
